equipment_id,delay_date,duration_hours,reason,impact,resolved
CF-003,2025-05-14,4.3,Fan blade imbalance,Production reduced,true
CF-003,2025-07-05,7.3,Overheating,Production reduced,true
CF-003,2025-08-03,4.5,Motor bearing noise,Production reduced,true
CF-003,2025-08-06,11.1,Motor bearing noise,Production stopped,true
CF-003,2025-08-25,1.6,Motor bearing noise,Minimal impact,true
CF-003,2025-10-17,4.0,Overheating,Production reduced,true
CF-003,2025-11-02,2.9,Vibration alarm,Minor disruption,true
CF-003,2025-11-22,3.5,Fan speed irregular,Minor disruption,true
CF-003,2025-11-29,5.8,Overheating,Production reduced,true
CF-003,2025-12-23,1.0,Vibration alarm,Minimal impact,true
CF-003,2026-01-17,0.6,Motor bearing noise,Minimal impact,true
CF-003,2026-02-05,3.1,Motor bearing noise,Minor disruption,true
CF-003,2026-02-14,2.9,Vibration alarm,Minor disruption,true
CF-003,2026-02-22,2.5,Fan speed irregular,Minor disruption,true
CF-003,2026-03-17,3.1,Motor bearing noise,Minor disruption,true
CF-003,2026-03-17,2.7,Motor bearing noise,Minor disruption,true
CF-003,2026-03-20,0.8,Motor bearing noise,Minimal impact,true
CF-003,2026-04-02,3.4,Motor bearing noise,Minor disruption,true
CF-003,2026-05-25,4.5,Belt slippage,Production reduced,false
CF-003,2026-06-04,7.0,Electrical fault,Production reduced,false
RM-005,2018-07-21,8.2,Emergency stop activated,Production stopped,true
RM-005,2018-07-22,3.7,Roll misalignment,Minor disruption,true
RM-005,2018-07-28,5.5,Emergency stop activated,Production reduced,true
RM-005,2018-07-29,10.2,Drive motor overload,Production stopped,true
RM-005,2018-08-08,9.8,Lubrication failure,Production stopped,true
RM-005,2018-08-15,8.1,Hydraulic pressure loss,Production stopped,true
RM-005,2018-08-23,7.3,Lubrication failure,Production reduced,true
RM-005,2018-08-27,9.5,Roll misalignment,Production stopped,true
RM-005,2018-09-01,3.0,Bearing temperature high,Minor disruption,true
RM-005,2018-09-16,0.9,Roll misalignment,Minimal impact,false
RM-005,2018-10-06,4.6,Material jam,Production reduced,true
RM-005,2018-11-11,3.2,Emergency stop activated,Minor disruption,true
RM-005,2018-11-13,5.2,Emergency stop activated,Production reduced,true
RM-005,2018-11-26,4.0,Bearing temperature high,Production reduced,true
RM-005,2018-12-23,4.2,Hydraulic pressure loss,Production reduced,true
RM-005,2019-01-06,5.1,Hydraulic pressure loss,Production reduced,true
RM-005,2019-01-12,2.1,Bearing temperature high,Minor disruption,true
RM-005,2019-02-08,3.0,Drive motor overload,Minor disruption,true
RM-005,2019-02-25,4.7,Drive motor overload,Production reduced,true
RM-005,2019-03-19,5.8,Bearing temperature high,Production reduced,true
RM-005,2019-04-06,4.4,Drive motor overload,Production reduced,true
RM-005,2019-04-07,4.9,Bearing temperature high,Production reduced,true
RM-005,2019-06-11,10.5,Bearing temperature high,Production stopped,true
RM-005,2019-06-25,5.3,Roll misalignment,Production reduced,true
RM-005,2019-08-07,6.2,Hydraulic pressure loss,Production reduced,true
RM-005,2019-08-28,11.1,Lubrication failure,Production stopped,true
RM-005,2019-09-12,0.8,Lubrication failure,Minimal impact,true
RM-005,2019-09-22,2.4,Hydraulic pressure loss,Minor disruption,true
RM-005,2019-09-22,3.0,Material jam,Minor disruption,true
RM-005,2019-09-26,5.1,Hydraulic pressure loss,Production reduced,true
RM-005,2019-09-27,2.1,Drive motor overload,Minor disruption,true
RM-005,2019-10-25,1.6,Hydraulic pressure loss,Minimal impact,true
RM-005,2019-11-02,1.4,Hydraulic pressure loss,Minimal impact,false
RM-005,2019-11-09,5.5,Bearing temperature high,Production reduced,true
RM-005,2020-01-10,4.9,Material jam,Production reduced,true
RM-005,2020-01-13,4.0,Lubrication failure,Minor disruption,true
RM-005,2020-02-07,1.5,Lubrication failure,Minimal impact,true
RM-005,2020-02-15,4.0,Drive motor overload,Minor disruption,true
RM-005,2020-04-04,5.5,Drive motor overload,Production reduced,true
RM-005,2020-04-06,0.8,Bearing temperature high,Minimal impact,true
RM-005,2020-04-15,2.4,Emergency stop activated,Minor disruption,false
RM-005,2020-05-25,5.8,Bearing temperature high,Production reduced,true
RM-005,2020-05-27,1.5,Drive motor overload,Minimal impact,true
RM-005,2020-06-12,2.4,Roll misalignment,Minor disruption,true
RM-005,2020-07-26,2.6,Emergency stop activated,Minor disruption,true
RM-005,2020-08-12,5.3,Roll misalignment,Production reduced,true
RM-005,2020-08-14,11.9,Drive motor overload,Production stopped,true
RM-005,2020-08-16,2.6,Lubrication failure,Minor disruption,true
RM-005,2020-08-19,11.2,Lubrication failure,Production stopped,true
RM-005,2020-09-09,2.3,Hydraulic pressure loss,Minor disruption,true
RM-005,2020-09-27,1.0,Lubrication failure,Minimal impact,true
RM-005,2020-10-13,2.9,Roll misalignment,Minor disruption,true
RM-005,2020-11-05,1.9,Roll misalignment,Minimal impact,true
RM-005,2020-12-17,1.1,Lubrication failure,Minimal impact,true
RM-005,2021-02-23,0.6,Material jam,Minimal impact,true
RM-005,2021-02-25,5.2,Lubrication failure,Production reduced,true
RM-005,2021-03-30,0.5,Drive motor overload,Minimal impact,false
RM-005,2021-03-31,0.8,Drive motor overload,Minimal impact,true
RM-005,2021-04-15,0.6,Drive motor overload,Minimal impact,true
RM-005,2021-05-01,1.9,Hydraulic pressure loss,Minimal impact,true
RM-005,2021-05-31,1.4,Hydraulic pressure loss,Minimal impact,true
RM-005,2021-06-01,1.9,Emergency stop activated,Minimal impact,true
RM-005,2021-06-12,4.2,Emergency stop activated,Production reduced,true
RM-005,2021-06-19,1.8,Bearing temperature high,Minimal impact,true
RM-005,2021-07-15,5.4,Drive motor overload,Production reduced,true
RM-005,2021-08-17,2.8,Emergency stop activated,Minor disruption,true
RM-005,2021-09-11,4.8,Hydraulic pressure loss,Production reduced,true
RM-005,2021-10-16,1.8,Emergency stop activated,Minimal impact,true
RM-005,2021-10-30,1.8,Bearing temperature high,Minimal impact,true
RM-005,2021-11-01,1.0,Lubrication failure,Minimal impact,true
RM-005,2021-11-25,3.1,Material jam,Minor disruption,true
RM-005,2021-11-26,2.3,Material jam,Minor disruption,true
RM-005,2021-12-01,0.6,Lubrication failure,Minimal impact,true
RM-005,2021-12-24,5.8,Drive motor overload,Production reduced,true
RM-005,2021-12-27,1.8,Material jam,Minimal impact,true
RM-005,2022-01-02,5.5,Material jam,Production reduced,true
RM-005,2022-03-14,1.8,Lubrication failure,Minimal impact,true
RM-005,2022-03-30,5.0,Lubrication failure,Production reduced,true
RM-005,2022-04-06,5.7,Emergency stop activated,Production reduced,true
RM-005,2022-08-15,8.3,Bearing temperature high,Production stopped,true
RM-005,2022-08-28,10.3,Bearing temperature high,Production stopped,true
RM-005,2022-09-17,4.0,Roll misalignment,Minor disruption,false
RM-005,2022-10-15,2.5,Material jam,Minor disruption,true
RM-005,2022-11-04,4.9,Material jam,Production reduced,true
RM-005,2022-11-10,5.3,Lubrication failure,Production reduced,true
RM-005,2022-11-30,1.7,Drive motor overload,Minimal impact,true
RM-005,2023-02-06,1.4,Hydraulic pressure loss,Minimal impact,true
RM-005,2023-02-12,4.2,Bearing temperature high,Production reduced,true
RM-005,2023-03-20,1.6,Bearing temperature high,Minimal impact,true
RM-005,2023-04-09,5.3,Bearing temperature high,Production reduced,true
RM-005,2023-05-05,3.5,Drive motor overload,Minor disruption,true
RM-005,2023-06-14,6.9,Drive motor overload,Production reduced,true
RM-005,2023-06-22,10.0,Drive motor overload,Production stopped,true
RM-005,2023-07-22,6.7,Roll misalignment,Production reduced,true
RM-005,2023-08-09,4.5,Drive motor overload,Production reduced,true
RM-005,2023-08-14,4.0,Emergency stop activated,Minor disruption,true
RM-005,2023-09-05,5.8,Lubrication failure,Production reduced,true
RM-005,2023-09-22,5.3,Lubrication failure,Production reduced,true
RM-005,2023-09-24,0.6,Bearing temperature high,Minimal impact,true
RM-005,2023-10-12,2.3,Emergency stop activated,Minor disruption,true
RM-005,2023-10-16,6.0,Emergency stop activated,Production reduced,true
RM-005,2023-11-02,2.8,Emergency stop activated,Minor disruption,true
RM-005,2023-11-08,2.7,Emergency stop activated,Minor disruption,true
RM-005,2023-11-14,5.4,Material jam,Production reduced,false
RM-005,2023-11-19,3.0,Bearing temperature high,Minor disruption,true
RM-005,2023-11-29,4.2,Drive motor overload,Production reduced,true
RM-005,2023-12-31,3.0,Roll misalignment,Minor disruption,true
RM-005,2024-01-01,5.3,Lubrication failure,Production reduced,true
RM-005,2024-02-11,1.8,Material jam,Minimal impact,true
RM-005,2024-02-23,3.3,Hydraulic pressure loss,Minor disruption,true
RM-005,2024-03-01,5.7,Roll misalignment,Production reduced,true
RM-005,2024-03-12,3.9,Hydraulic pressure loss,Minor disruption,true
RM-005,2024-04-05,4.1,Emergency stop activated,Production reduced,true
RM-005,2024-05-03,1.1,Lubrication failure,Minimal impact,true
RM-005,2024-05-13,1.0,Hydraulic pressure loss,Minimal impact,true
RM-005,2024-05-16,0.8,Emergency stop activated,Minimal impact,true
RM-005,2024-06-27,3.8,Hydraulic pressure loss,Minor disruption,true
RM-005,2024-07-13,11.3,Roll misalignment,Production stopped,true
RM-005,2024-07-21,6.8,Roll misalignment,Production reduced,true
RM-005,2024-09-28,2.4,Hydraulic pressure loss,Minor disruption,true
RM-005,2024-10-21,2.5,Lubrication failure,Minor disruption,false
RM-005,2024-11-01,5.1,Drive motor overload,Production reduced,true
RM-005,2024-11-02,2.5,Material jam,Minor disruption,true
RM-005,2024-11-30,2.8,Bearing temperature high,Minor disruption,true
RM-005,2024-12-05,0.8,Drive motor overload,Minimal impact,true
RM-005,2024-12-14,2.1,Roll misalignment,Minor disruption,true
RM-005,2024-12-17,5.5,Roll misalignment,Production reduced,true
RM-005,2024-12-19,2.2,Emergency stop activated,Minor disruption,true
RM-005,2025-01-31,0.9,Hydraulic pressure loss,Minimal impact,true
RM-005,2025-02-25,2.0,Drive motor overload,Minor disruption,true
RM-005,2025-04-06,4.7,Roll misalignment,Production reduced,true
RM-005,2025-04-09,5.1,Drive motor overload,Production reduced,true
RM-005,2025-04-21,4.2,Roll misalignment,Production reduced,true
RM-005,2025-07-17,11.5,Material jam,Production stopped,true
RM-005,2025-08-14,8.5,Hydraulic pressure loss,Production stopped,true
RM-005,2025-08-18,7.6,Hydraulic pressure loss,Production reduced,true
RM-005,2025-09-05,1.0,Hydraulic pressure loss,Minimal impact,true
RM-005,2025-11-01,4.7,Bearing temperature high,Production reduced,true
RM-005,2025-11-14,2.4,Material jam,Minor disruption,true
RM-005,2025-11-27,3.5,Lubrication failure,Minor disruption,true
RM-005,2025-12-22,1.3,Bearing temperature high,Minimal impact,true
RM-005,2025-12-26,1.9,Emergency stop activated,Minimal impact,true
RM-005,2026-02-19,1.6,Drive motor overload,Minimal impact,true
RM-005,2026-03-16,5.5,Bearing temperature high,Production reduced,true
RM-005,2026-03-24,0.6,Bearing temperature high,Minimal impact,true
RM-005,2026-03-26,4.1,Emergency stop activated,Production reduced,true
RM-005,2026-04-14,1.0,Drive motor overload,Minimal impact,true
RM-005,2026-05-07,1.4,Lubrication failure,Minimal impact,true
RM-005,2026-05-19,3.5,Bearing temperature high,Minor disruption,true
RM-005,2026-05-24,3.3,Roll misalignment,Minor disruption,true
CM-007,2021-01-06,2.6,Gearbox noise,Minor disruption,true
CM-007,2021-01-20,1.7,Motor overload,Minimal impact,false
CM-007,2021-01-21,5.1,Gearbox noise,Production reduced,true
CM-007,2021-02-14,4.2,Belt tension low,Production reduced,true
CM-007,2021-03-04,1.9,Brake failure,Minimal impact,true
CM-007,2021-04-12,5.2,Motor overload,Production reduced,true
CM-007,2021-05-26,3.2,Motor overload,Minor disruption,true
CM-007,2021-07-18,5.3,Alignment issue,Production reduced,true
CM-007,2021-07-20,3.7,Alignment issue,Minor disruption,true
CM-007,2021-07-24,3.2,Chain wear,Minor disruption,true
CM-007,2021-07-29,10.4,Speed fluctuation,Production stopped,true
CM-007,2021-08-13,9.7,Brake failure,Production stopped,true
CM-007,2021-08-15,8.8,Alignment issue,Production stopped,true
CM-007,2021-09-11,4.6,Alignment issue,Production reduced,true
CM-007,2021-09-12,4.4,Gearbox noise,Production reduced,true
CM-007,2021-09-23,3.0,Speed fluctuation,Minor disruption,true
CM-007,2021-10-09,2.5,Speed fluctuation,Minor disruption,true
CM-007,2021-10-30,1.7,Brake failure,Minimal impact,true
CM-007,2021-11-10,2.0,Speed fluctuation,Minor disruption,true
CM-007,2021-11-14,4.4,Belt tension low,Production reduced,true
CM-007,2021-12-23,5.6,Chain wear,Production reduced,true
CM-007,2022-01-08,3.8,Alignment issue,Minor disruption,true
CM-007,2022-01-23,5.3,Brake failure,Production reduced,true
CM-007,2022-02-26,2.4,Brake failure,Minor disruption,true
CM-007,2022-04-11,5.3,Motor overload,Production reduced,true
CM-007,2022-05-09,1.1,Motor overload,Minimal impact,true
CM-007,2022-05-22,4.3,Motor overload,Production reduced,true
CM-007,2022-05-24,5.9,Chain wear,Production reduced,true
CM-007,2022-08-05,7.8,Brake failure,Production reduced,true
CM-007,2022-11-14,3.6,Chain wear,Minor disruption,true
CM-007,2022-11-16,5.6,Brake failure,Production reduced,true
CM-007,2022-11-23,0.9,Brake failure,Minimal impact,true
CM-007,2022-12-20,4.6,Chain wear,Production reduced,true
CM-007,2022-12-24,4.0,Speed fluctuation,Production reduced,true
CM-007,2022-12-30,4.8,Speed fluctuation,Production reduced,true
CM-007,2023-01-06,1.6,Speed fluctuation,Minimal impact,true
CM-007,2023-01-26,3.4,Chain wear,Minor disruption,true
CM-007,2023-03-13,4.6,Gearbox noise,Production reduced,true
CM-007,2023-03-31,4.4,Gearbox noise,Production reduced,true
CM-007,2023-04-01,4.5,Chain wear,Production reduced,true
CM-007,2023-04-07,2.0,Alignment issue,Minimal impact,true
CM-007,2023-05-05,2.8,Belt tension low,Minor disruption,true
CM-007,2023-05-08,5.8,Belt tension low,Production reduced,true
CM-007,2023-05-27,1.7,Speed fluctuation,Minimal impact,true
CM-007,2023-06-08,4.6,Alignment issue,Production reduced,true
CM-007,2023-06-19,7.0,Motor overload,Production reduced,true
CM-007,2023-07-02,11.1,Alignment issue,Production stopped,true
CM-007,2023-07-14,4.2,Speed fluctuation,Production reduced,true
CM-007,2023-07-16,7.4,Brake failure,Production reduced,true
CM-007,2023-07-18,5.7,Alignment issue,Production reduced,true
CM-007,2023-07-19,5.7,Belt tension low,Production reduced,true
CM-007,2023-08-08,10.2,Brake failure,Production stopped,true
CM-007,2023-08-17,11.7,Motor overload,Production stopped,true
CM-007,2023-09-05,2.3,Motor overload,Minor disruption,true
CM-007,2023-09-10,4.4,Speed fluctuation,Production reduced,true
CM-007,2023-09-29,3.3,Speed fluctuation,Minor disruption,true
CM-007,2023-10-16,4.8,Belt tension low,Production reduced,true
CM-007,2023-10-20,2.2,Chain wear,Minor disruption,true
CM-007,2023-10-24,3.6,Alignment issue,Minor disruption,true
CM-007,2023-12-08,1.4,Gearbox noise,Minimal impact,true
CM-007,2023-12-08,1.1,Brake failure,Minimal impact,true
CM-007,2024-01-02,3.5,Chain wear,Minor disruption,true
CM-007,2024-02-07,0.8,Gearbox noise,Minimal impact,true
CM-007,2024-02-19,4.8,Chain wear,Production reduced,true
CM-007,2024-03-05,4.7,Gearbox noise,Production reduced,true
CM-007,2024-03-25,3.1,Alignment issue,Minor disruption,true
CM-007,2024-05-13,1.8,Motor overload,Minimal impact,true
CM-007,2024-05-15,3.9,Alignment issue,Minor disruption,true
CM-007,2024-05-23,0.6,Speed fluctuation,Minimal impact,true
CM-007,2024-06-09,10.2,Speed fluctuation,Production stopped,true
CM-007,2024-06-30,4.6,Gearbox noise,Production reduced,true
CM-007,2024-07-24,9.7,Chain wear,Production stopped,true
CM-007,2024-12-29,3.5,Speed fluctuation,Minor disruption,true
CM-007,2025-02-02,4.9,Alignment issue,Production reduced,true
CM-007,2025-02-14,2.1,Speed fluctuation,Minor disruption,true
CM-007,2025-02-18,5.2,Belt tension low,Production reduced,true
CM-007,2025-02-22,4.9,Motor overload,Production reduced,true
CM-007,2025-03-23,3.9,Motor overload,Minor disruption,true
CM-007,2025-03-25,0.6,Brake failure,Minimal impact,true
CM-007,2025-05-28,4.5,Gearbox noise,Production reduced,true
CM-007,2025-06-10,6.4,Motor overload,Production reduced,true
CM-007,2025-06-15,2.4,Chain wear,Minor disruption,true
CM-007,2025-07-02,3.4,Speed fluctuation,Minor disruption,false
CM-007,2025-07-13,11.1,Gearbox noise,Production stopped,true
CM-007,2025-09-08,4.4,Belt tension low,Production reduced,true
CM-007,2025-10-01,2.3,Alignment issue,Minor disruption,true
CM-007,2025-10-03,4.8,Motor overload,Production reduced,true
CM-007,2025-10-21,2.0,Speed fluctuation,Minimal impact,true
CM-007,2025-10-23,3.5,Brake failure,Minor disruption,true
CM-007,2025-11-14,5.3,Alignment issue,Production reduced,true
CM-007,2025-11-24,4.6,Speed fluctuation,Production reduced,true
CM-007,2025-12-13,5.8,Gearbox noise,Production reduced,true
CM-007,2025-12-28,4.6,Belt tension low,Production reduced,true
CM-007,2026-01-10,0.8,Speed fluctuation,Minimal impact,true
CM-007,2026-01-31,1.8,Belt tension low,Minimal impact,true
CM-007,2026-02-19,3.3,Speed fluctuation,Minor disruption,true
CM-007,2026-03-31,4.1,Gearbox noise,Production reduced,true
CM-007,2026-04-06,2.8,Brake failure,Minor disruption,true
CM-007,2026-04-19,4.8,Speed fluctuation,Production reduced,true
CM-007,2026-05-26,5.3,Motor overload,Production reduced,true
