equipment_id,timestamp,temperature_c,vibration_mm_s,pressure_bar,current_a,rpm
CF-003,2026-06-09 09:13:13,55.8,1.65,0.11,13.6,1461
CF-003,2026-06-09 10:13:13,61.8,1.5,0.12,14.6,1447
CF-003,2026-06-09 11:13:13,51.7,1.92,0.05,11.3,1450
CF-003,2026-06-09 12:13:13,53.1,1.52,0.0,13.0,1467
CF-003,2026-06-09 13:13:13,61.0,1.58,0.19,14.9,1455
CF-003,2026-06-09 14:13:13,60.4,1.35,0.12,12.2,1443
CF-003,2026-06-09 15:13:13,57.7,1.39,0.0,13.1,1434
CF-003,2026-06-09 16:13:13,50.0,1.67,0.04,15.9,1442
CF-003,2026-06-09 17:13:13,59.4,1.6,0.0,9.7,1454
CF-003,2026-06-09 18:13:13,54.9,1.54,0.11,14.7,1458
CF-003,2026-06-09 19:13:13,59.1,1.5,0.0,14.9,1440
CF-003,2026-06-09 20:13:13,55.3,1.73,0.0,10.7,1466
CF-003,2026-06-09 21:13:13,51.9,1.82,0.01,8.9,1443
CF-003,2026-06-09 22:13:13,57.1,1.56,0.2,10.6,1441
CF-003,2026-06-09 23:13:13,52.1,1.75,0.14,13.1,1431
CF-003,2026-06-10 00:13:13,60.8,1.57,0.0,11.1,1444
CF-003,2026-06-10 01:13:13,56.8,1.72,0.11,10.6,1451
CF-003,2026-06-10 02:13:13,55.5,1.67,0.15,12.3,1427
CF-003,2026-06-10 03:13:13,56.0,1.53,0.09,11.8,1448
CF-003,2026-06-10 04:13:13,51.1,1.55,0.0,11.1,1455
CF-003,2026-06-10 05:13:13,57.0,1.95,0.0,12.0,1451
CF-003,2026-06-10 06:13:13,57.9,1.45,0.1,12.1,1448
CF-003,2026-06-10 07:13:13,54.3,1.75,0.0,14.0,1449
CF-003,2026-06-10 08:13:13,57.0,1.17,0.29,11.3,1446
CF-003,2026-06-10 09:13:13,52.6,1.58,0.12,9.9,1442
CF-003,2026-06-10 10:13:13,59.6,1.83,0.0,12.7,1453
CF-003,2026-06-10 11:13:13,50.4,1.72,0.0,10.7,1451
CF-003,2026-06-10 12:13:13,59.2,1.72,0.0,6.5,1454
CF-003,2026-06-10 13:13:13,53.0,1.64,0.3,11.1,1456
CF-003,2026-06-10 14:13:13,57.9,1.26,0.26,15.6,1440
CF-003,2026-06-10 15:13:13,60.2,1.37,0.1,9.0,1439
CF-003,2026-06-10 16:13:13,61.3,1.88,0.0,11.4,1459
CF-003,2026-06-10 17:13:13,53.2,1.57,0.06,15.9,1443
CF-003,2026-06-10 18:13:13,54.7,1.84,0.43,12.7,1462
CF-003,2026-06-10 19:13:13,55.5,1.37,0.58,13.7,1452
CF-003,2026-06-10 20:13:13,57.4,1.66,0.51,14.7,1460
CF-003,2026-06-10 21:13:13,55.8,1.69,0.0,13.5,1454
CF-003,2026-06-10 22:13:13,60.3,1.36,0.0,12.2,1450
CF-003,2026-06-10 23:13:13,61.0,1.92,0.0,8.1,1446
CF-003,2026-06-11 00:13:13,57.5,1.49,0.21,10.6,1455
CF-003,2026-06-11 01:13:13,62.6,1.43,0.21,10.0,1459
CF-003,2026-06-11 02:13:13,59.3,1.85,0.0,10.9,1430
CF-003,2026-06-11 03:13:13,55.5,1.45,0.2,9.7,1464
CF-003,2026-06-11 04:13:13,55.1,1.78,0.0,13.5,1422
CF-003,2026-06-11 05:13:13,56.4,1.41,0.23,13.9,1435
CF-003,2026-06-11 06:13:13,51.9,2.09,0.01,9.6,1441
CF-003,2026-06-11 07:13:13,61.8,1.76,0.38,14.8,1445
CF-003,2026-06-11 08:13:13,56.9,1.51,0.23,14.6,1453
CF-003,2026-06-11 09:13:13,55.9,1.71,0.0,9.3,1446
CF-003,2026-06-11 10:13:13,51.4,1.47,0.06,13.4,1458
CF-003,2026-06-11 11:13:13,57.7,1.44,0.0,11.3,1431
CF-003,2026-06-11 12:13:13,59.5,1.2,0.0,8.9,1445
CF-003,2026-06-11 13:13:13,56.5,1.82,0.37,13.1,1438
CF-003,2026-06-11 14:13:13,59.0,1.3,0.74,12.5,1464
CF-003,2026-06-11 15:13:13,57.1,1.82,0.4,13.9,1440
CF-003,2026-06-11 16:13:13,58.5,2.02,0.0,13.6,1448
CF-003,2026-06-11 17:13:13,61.8,1.62,0.36,11.4,1438
CF-003,2026-06-11 18:13:13,62.3,1.87,0.3,11.6,1463
CF-003,2026-06-11 19:13:13,60.2,1.79,0.0,13.1,1438
CF-003,2026-06-11 20:13:13,56.4,1.77,0.0,14.1,1427
CF-003,2026-06-11 21:13:13,63.6,1.81,0.05,11.2,1448
CF-003,2026-06-11 22:13:13,54.0,1.59,0.49,11.9,1453
CF-003,2026-06-11 23:13:13,57.4,1.72,0.26,8.5,1442
CF-003,2026-06-12 00:13:13,66.4,1.29,0.61,10.4,1457
CF-003,2026-06-12 01:13:13,53.8,1.69,0.0,10.4,1447
CF-003,2026-06-12 02:13:13,60.8,1.83,0.3,9.6,1455
CF-003,2026-06-12 03:13:13,59.4,2.01,0.0,11.8,1427
CF-003,2026-06-12 04:13:13,58.8,1.43,0.2,12.6,1448
CF-003,2026-06-12 05:13:13,60.3,1.22,0.0,7.9,1450
CF-003,2026-06-12 06:13:13,58.6,2.0,0.12,8.7,1450
CF-003,2026-06-12 07:13:13,61.9,1.78,0.47,10.2,1458
CF-003,2026-06-12 08:13:13,56.7,1.66,0.19,13.7,1429
CF-003,2026-06-12 09:13:13,59.4,1.93,0.0,13.0,1451
CF-003,2026-06-12 10:13:13,52.5,1.74,0.0,13.6,1456
CF-003,2026-06-12 11:13:13,54.2,1.81,0.0,13.3,1444
CF-003,2026-06-12 12:13:13,59.7,1.5,0.14,10.4,1457
CF-003,2026-06-12 13:13:13,58.3,1.82,0.05,12.1,1452
CF-003,2026-06-12 14:13:13,54.8,1.57,0.0,10.8,1452
CF-003,2026-06-12 15:13:13,61.0,1.9,0.0,15.8,1461
CF-003,2026-06-12 16:13:13,58.3,1.77,0.01,10.9,1449
CF-003,2026-06-12 17:13:13,55.9,1.69,0.0,12.5,1450
CF-003,2026-06-12 18:13:13,55.4,1.94,0.0,10.6,1459
CF-003,2026-06-12 19:13:13,60.4,1.96,0.0,11.0,1447
CF-003,2026-06-12 20:13:13,57.3,1.8,0.0,13.4,1443
CF-003,2026-06-12 21:13:13,55.3,1.38,0.49,8.8,1448
CF-003,2026-06-12 22:13:13,59.3,1.72,0.39,15.3,1446
CF-003,2026-06-12 23:13:13,62.7,1.45,0.28,15.2,1449
CF-003,2026-06-13 00:13:13,56.6,1.4,0.11,12.9,1441
CF-003,2026-06-13 01:13:13,55.1,1.56,0.0,14.4,1462
CF-003,2026-06-13 02:13:13,61.8,1.71,0.0,15.8,1448
CF-003,2026-06-13 03:13:13,63.7,1.77,0.0,13.4,1458
CF-003,2026-06-13 04:13:13,57.2,1.61,0.21,11.9,1443
CF-003,2026-06-13 05:13:13,64.3,2.07,0.0,10.2,1435
CF-003,2026-06-13 06:13:13,59.0,1.36,0.0,9.3,1444
CF-003,2026-06-13 07:13:13,56.0,1.78,0.18,10.2,1430
CF-003,2026-06-13 08:13:13,59.9,1.89,0.0,11.6,1467
CF-003,2026-06-13 09:13:13,61.4,1.85,0.13,12.9,1443
CF-003,2026-06-13 10:13:13,60.3,1.72,0.1,10.1,1449
CF-003,2026-06-13 11:13:13,54.2,1.82,0.15,12.1,1446
CF-003,2026-06-13 12:13:13,57.8,1.43,0.0,10.3,1427
CF-003,2026-06-13 13:13:13,58.0,1.49,0.08,11.7,1428
CF-003,2026-06-13 14:13:13,61.3,1.93,0.19,9.0,1448
CF-003,2026-06-13 15:13:13,55.9,1.85,0.4,12.2,1452
CF-003,2026-06-13 16:13:13,55.4,1.93,0.0,11.7,1462
CF-003,2026-06-13 17:13:13,57.7,2.25,0.1,10.5,1453
CF-003,2026-06-13 18:13:13,64.5,1.39,0.43,10.4,1456
CF-003,2026-06-13 19:13:13,56.2,2.23,0.37,14.2,1452
CF-003,2026-06-13 20:13:13,58.1,1.84,0.0,10.8,1452
CF-003,2026-06-13 21:13:13,56.0,1.78,0.0,11.4,1458
CF-003,2026-06-13 22:13:13,57.9,2.17,0.27,15.0,1460
CF-003,2026-06-13 23:13:13,55.9,1.77,0.0,11.1,1453
CF-003,2026-06-14 00:13:13,62.7,1.79,0.0,12.5,1459
CF-003,2026-06-14 01:13:13,54.3,1.65,0.0,14.3,1441
CF-003,2026-06-14 02:13:13,56.7,1.81,0.0,10.3,1447
CF-003,2026-06-14 03:13:13,57.4,1.45,0.0,12.2,1463
CF-003,2026-06-14 04:13:13,63.9,1.65,0.05,10.0,1450
CF-003,2026-06-14 05:13:13,58.8,1.94,0.31,13.3,1451
CF-003,2026-06-14 06:13:13,62.0,1.88,0.67,16.0,1444
CF-003,2026-06-14 07:13:13,57.5,2.02,0.0,13.0,1459
CF-003,2026-06-14 08:13:13,61.0,1.77,0.06,14.9,1447
CF-003,2026-06-14 09:13:13,61.8,1.86,0.15,7.5,1459
CF-003,2026-06-14 10:13:13,53.6,1.94,0.39,11.9,1455
CF-003,2026-06-14 11:13:13,62.6,1.41,0.2,9.4,1435
CF-003,2026-06-14 12:13:13,65.2,1.83,0.0,8.7,1455
CF-003,2026-06-14 13:13:13,62.9,1.95,0.14,13.3,1474
CF-003,2026-06-14 14:13:13,59.4,1.9,0.32,10.7,1469
CF-003,2026-06-14 15:13:13,63.6,1.71,0.31,13.4,1457
CF-003,2026-06-14 16:13:13,59.2,1.81,0.27,12.6,1449
CF-003,2026-06-14 17:13:13,63.5,1.66,0.14,12.8,1444
CF-003,2026-06-14 18:13:13,60.7,1.42,0.0,13.4,1450
CF-003,2026-06-14 19:13:13,63.1,1.94,0.13,10.0,1445
RM-005,2026-06-07 19:13:13,90.3,3.55,179.74,196.1,0
RM-005,2026-06-07 20:13:13,88.4,3.59,179.81,199.1,0
RM-005,2026-06-07 21:13:13,88.9,3.47,179.5,197.9,0
RM-005,2026-06-07 22:13:13,93.8,3.63,179.7,200.6,0
RM-005,2026-06-07 23:13:13,89.6,3.45,179.95,199.8,0
RM-005,2026-06-08 00:13:13,87.3,3.27,180.04,198.1,0
RM-005,2026-06-08 01:13:13,87.8,3.38,180.08,202.1,0
RM-005,2026-06-08 02:13:13,90.0,3.33,179.84,199.7,0
RM-005,2026-06-08 03:13:13,88.5,3.31,179.92,200.1,0
RM-005,2026-06-08 04:13:13,90.3,3.55,180.0,197.7,0
RM-005,2026-06-08 05:13:13,88.0,3.72,180.31,200.9,0
RM-005,2026-06-08 06:13:13,92.8,3.46,180.19,199.4,0
RM-005,2026-06-08 07:13:13,93.8,3.64,179.87,200.8,0
RM-005,2026-06-08 08:13:13,89.9,3.52,179.37,199.0,0
RM-005,2026-06-08 09:13:13,92.7,3.26,179.95,201.2,0
RM-005,2026-06-08 10:13:13,89.6,3.39,179.98,201.8,0
RM-005,2026-06-08 11:13:13,87.5,3.31,179.77,200.4,0
RM-005,2026-06-08 12:13:13,90.2,3.8,179.97,199.8,0
RM-005,2026-06-08 13:13:13,91.7,3.42,180.36,200.3,0
RM-005,2026-06-08 14:13:13,88.9,3.28,180.13,199.3,0
RM-005,2026-06-08 15:13:13,93.1,3.28,179.97,201.0,0
RM-005,2026-06-08 16:13:13,90.5,3.7,180.16,199.6,0
RM-005,2026-06-08 17:13:13,92.7,3.45,180.28,195.9,0
RM-005,2026-06-08 18:13:13,90.5,3.43,179.93,199.7,0
RM-005,2026-06-08 19:13:13,91.2,3.82,180.12,199.6,0
RM-005,2026-06-08 20:13:13,90.8,3.55,180.18,198.0,0
RM-005,2026-06-08 21:13:13,91.5,3.49,179.91,202.8,0
RM-005,2026-06-08 22:13:13,89.1,3.14,180.11,201.0,0
RM-005,2026-06-08 23:13:13,91.1,3.36,180.18,200.6,0
RM-005,2026-06-09 00:13:13,89.7,3.47,179.98,200.2,0
RM-005,2026-06-09 01:13:13,94.2,3.42,180.26,198.9,0
RM-005,2026-06-09 02:13:13,90.1,3.44,180.07,202.3,0
RM-005,2026-06-09 03:13:13,87.2,3.58,179.84,200.7,0
RM-005,2026-06-09 04:13:13,93.1,3.67,179.74,201.1,0
RM-005,2026-06-09 05:13:13,89.0,3.6,179.6,202.0,0
RM-005,2026-06-09 06:13:13,87.1,3.6,179.95,200.5,0
RM-005,2026-06-09 07:13:13,90.2,3.3,180.25,197.1,0
RM-005,2026-06-09 08:13:13,89.7,3.17,179.92,199.1,0
RM-005,2026-06-09 09:13:13,89.4,3.51,180.05,201.7,0
RM-005,2026-06-09 10:13:13,87.2,3.6,179.86,197.6,0
RM-005,2026-06-09 11:13:13,89.6,3.66,180.19,201.5,0
RM-005,2026-06-09 12:13:13,94.1,3.63,180.12,197.3,0
RM-005,2026-06-09 13:13:13,88.4,3.5,179.84,199.1,0
RM-005,2026-06-09 14:13:13,88.7,3.47,179.88,203.2,0
RM-005,2026-06-09 15:13:13,88.8,3.5,180.31,200.0,0
RM-005,2026-06-09 16:13:13,88.7,3.73,179.82,198.4,0
RM-005,2026-06-09 17:13:13,88.9,3.78,179.82,199.0,0
RM-005,2026-06-09 18:13:13,88.0,3.19,180.35,197.2,0
RM-005,2026-06-09 19:13:13,89.7,3.4,179.83,201.5,0
RM-005,2026-06-09 20:13:13,87.8,3.35,179.87,199.5,0
RM-005,2026-06-09 21:13:13,91.1,3.56,179.9,199.6,0
RM-005,2026-06-09 22:13:13,92.1,3.57,180.39,199.3,0
RM-005,2026-06-09 23:13:13,90.9,3.4,180.13,203.5,0
RM-005,2026-06-10 00:13:13,90.4,3.54,179.98,199.6,0
RM-005,2026-06-10 01:13:13,90.2,3.37,179.94,199.1,0
RM-005,2026-06-10 02:13:13,91.7,3.71,179.91,200.2,0
RM-005,2026-06-10 03:13:13,95.3,3.38,180.16,200.2,0
RM-005,2026-06-10 04:13:13,89.1,3.5,180.09,201.9,0
RM-005,2026-06-10 05:13:13,88.2,3.62,179.69,200.0,0
RM-005,2026-06-10 06:13:13,94.0,3.62,179.78,200.5,0
RM-005,2026-06-10 07:13:13,89.6,3.66,179.51,201.1,0
RM-005,2026-06-10 08:13:13,87.8,3.52,179.89,199.2,0
RM-005,2026-06-10 09:13:13,92.4,3.43,179.62,199.6,0
RM-005,2026-06-10 10:13:13,90.9,3.35,179.93,198.0,0
RM-005,2026-06-10 11:13:13,90.1,3.49,179.97,201.0,0
RM-005,2026-06-10 12:13:13,93.7,3.54,180.31,200.5,0
RM-005,2026-06-10 13:13:13,89.7,3.24,180.07,200.4,0
RM-005,2026-06-10 14:13:13,90.0,3.62,180.09,199.7,0
RM-005,2026-06-10 15:13:13,87.1,3.32,179.66,199.6,0
RM-005,2026-06-10 16:13:13,90.9,3.48,180.3,199.7,0
RM-005,2026-06-10 17:13:13,91.9,3.36,179.61,201.6,0
RM-005,2026-06-10 18:13:13,86.6,3.76,179.9,200.1,0
RM-005,2026-06-10 19:13:13,88.6,3.52,180.0,199.8,0
RM-005,2026-06-10 20:13:13,87.5,3.3,180.05,195.6,0
RM-005,2026-06-10 21:13:13,91.0,3.5,180.12,200.3,0
RM-005,2026-06-10 22:13:13,90.8,3.53,179.84,200.3,0
RM-005,2026-06-10 23:13:13,87.7,3.28,180.21,200.4,0
RM-005,2026-06-11 00:13:13,90.4,3.74,179.81,198.9,0
RM-005,2026-06-11 01:13:13,91.8,3.57,180.08,200.1,0
RM-005,2026-06-11 02:13:13,92.6,3.61,179.79,199.0,0
RM-005,2026-06-11 03:13:13,92.2,3.55,180.1,201.0,0
RM-005,2026-06-11 04:13:13,91.5,3.48,180.23,199.8,0
RM-005,2026-06-11 05:13:13,89.7,3.53,179.94,200.3,0
RM-005,2026-06-11 06:13:13,88.7,3.27,179.83,198.9,0
RM-005,2026-06-11 07:13:13,92.8,3.4,180.08,197.9,0
RM-005,2026-06-11 08:13:13,93.6,3.5,180.0,198.4,0
RM-005,2026-06-11 09:13:13,88.9,3.32,180.19,197.9,0
RM-005,2026-06-11 10:13:13,89.2,3.43,179.55,200.7,0
RM-005,2026-06-11 11:13:13,93.8,3.5,180.1,200.0,0
RM-005,2026-06-11 12:13:13,90.1,3.36,180.33,199.9,0
RM-005,2026-06-11 13:13:13,89.8,3.56,179.47,199.1,0
RM-005,2026-06-11 14:13:13,91.6,3.32,179.83,197.9,0
RM-005,2026-06-11 15:13:13,89.1,3.61,179.94,200.6,0
RM-005,2026-06-11 16:13:13,89.5,3.69,179.74,199.0,0
RM-005,2026-06-11 17:13:13,89.6,3.58,180.06,202.8,0
RM-005,2026-06-11 18:13:13,86.6,3.42,180.02,199.3,0
RM-005,2026-06-11 19:13:13,92.0,3.61,180.01,200.3,0
RM-005,2026-06-11 20:13:13,85.1,3.45,179.74,197.7,0
RM-005,2026-06-11 21:13:13,88.3,3.56,180.28,197.4,0
RM-005,2026-06-11 22:13:13,93.0,3.6,180.05,198.6,0
RM-005,2026-06-11 23:13:13,88.3,3.51,180.12,198.8,0
RM-005,2026-06-12 00:13:13,89.9,3.42,179.78,201.3,0
RM-005,2026-06-12 01:13:13,90.7,3.56,180.05,203.6,0
RM-005,2026-06-12 02:13:13,87.4,3.33,179.82,199.0,0
RM-005,2026-06-12 03:13:13,92.5,3.74,179.95,200.5,0
RM-005,2026-06-12 04:13:13,91.1,3.54,180.31,201.4,0
RM-005,2026-06-12 05:13:13,85.8,3.48,179.94,199.0,0
RM-005,2026-06-12 06:13:13,93.0,3.27,180.32,198.8,0
RM-005,2026-06-12 07:13:13,93.1,3.53,179.96,201.3,0
RM-005,2026-06-12 08:13:13,86.8,3.54,180.11,198.7,0
RM-005,2026-06-12 09:13:13,87.7,3.59,179.74,198.4,0
RM-005,2026-06-12 10:13:13,86.7,3.46,180.09,197.1,0
RM-005,2026-06-12 11:13:13,90.0,3.85,180.06,201.1,0
RM-005,2026-06-12 12:13:13,90.0,3.52,180.25,202.9,0
RM-005,2026-06-12 13:13:13,87.5,3.69,179.87,200.7,0
RM-005,2026-06-12 14:13:13,86.8,3.44,179.93,199.1,0
RM-005,2026-06-12 15:13:13,92.3,3.32,180.46,199.8,0
RM-005,2026-06-12 16:13:13,91.0,3.52,179.93,201.5,0
RM-005,2026-06-12 17:13:13,90.3,3.57,180.16,202.9,0
RM-005,2026-06-12 18:13:13,89.5,3.63,179.83,200.0,0
RM-005,2026-06-12 19:13:13,93.1,3.57,180.3,201.9,0
RM-005,2026-06-12 20:13:13,93.5,3.52,179.71,201.5,0
RM-005,2026-06-12 21:13:13,90.1,3.76,180.08,199.0,0
RM-005,2026-06-12 22:13:13,88.5,3.5,179.59,199.1,0
RM-005,2026-06-12 23:13:13,93.1,3.55,180.11,199.2,0
RM-005,2026-06-13 00:13:13,94.6,3.48,179.77,196.7,0
RM-005,2026-06-13 01:13:13,89.1,3.52,180.0,200.1,0
RM-005,2026-06-13 02:13:13,89.0,3.39,180.09,201.0,0
RM-005,2026-06-13 03:13:13,91.8,3.46,180.11,202.3,0
RM-005,2026-06-13 04:13:13,85.3,3.37,180.04,201.5,0
RM-005,2026-06-13 05:13:13,90.1,3.38,180.05,198.6,0
RM-005,2026-06-13 06:13:13,87.8,3.67,180.25,201.5,0
RM-005,2026-06-13 07:13:13,87.9,3.64,180.04,198.9,0
RM-005,2026-06-13 08:13:13,88.1,3.76,179.92,201.5,0
RM-005,2026-06-13 09:13:13,89.3,3.6,180.23,199.1,0
RM-005,2026-06-13 10:13:13,90.9,3.36,180.19,201.5,0
RM-005,2026-06-13 11:13:13,89.7,3.43,179.7,199.6,0
RM-005,2026-06-13 12:13:13,88.3,3.67,179.92,203.4,0
RM-005,2026-06-13 13:13:13,89.0,3.77,179.77,200.8,0
RM-005,2026-06-13 14:13:13,90.3,3.65,180.12,198.9,0
RM-005,2026-06-13 15:13:13,90.2,3.59,180.04,200.8,0
RM-005,2026-06-13 16:13:13,90.4,3.09,179.99,199.7,0
RM-005,2026-06-13 17:13:13,87.8,3.49,179.85,198.2,0
RM-005,2026-06-13 18:13:13,91.6,3.63,179.85,200.3,0
RM-005,2026-06-13 19:13:13,87.1,3.39,180.16,202.0,0
RM-005,2026-06-13 20:13:13,88.3,3.67,180.13,199.2,0
RM-005,2026-06-13 21:13:13,90.9,3.52,180.1,200.4,0
RM-005,2026-06-13 22:13:13,90.4,3.35,180.11,200.1,0
RM-005,2026-06-13 23:13:13,91.3,3.67,179.69,200.6,0
RM-005,2026-06-14 00:13:13,89.2,3.59,179.83,199.2,0
RM-005,2026-06-14 01:13:13,89.5,3.29,179.96,198.2,0
RM-005,2026-06-14 02:13:13,90.4,3.71,180.26,202.7,0
RM-005,2026-06-14 03:13:13,87.8,3.34,180.39,199.5,0
RM-005,2026-06-14 04:13:13,90.9,3.41,179.49,200.1,0
RM-005,2026-06-14 05:13:13,89.5,3.58,180.06,196.8,0
RM-005,2026-06-14 06:13:13,90.8,3.35,180.13,201.4,0
RM-005,2026-06-14 07:13:13,89.0,3.48,180.27,199.3,0
RM-005,2026-06-14 08:13:13,94.1,3.32,180.27,199.2,0
RM-005,2026-06-14 09:13:13,88.7,3.52,179.69,200.6,0
RM-005,2026-06-14 10:13:13,86.3,3.64,179.65,199.6,0
RM-005,2026-06-14 11:13:13,90.9,3.48,179.91,199.2,0
RM-005,2026-06-14 12:13:13,89.9,3.65,179.97,202.8,0
RM-005,2026-06-14 13:13:13,90.2,3.0,179.76,200.0,0
RM-005,2026-06-14 14:13:13,86.8,3.7,180.02,200.9,0
RM-005,2026-06-14 15:13:13,85.4,3.32,180.27,199.0,0
RM-005,2026-06-14 16:13:13,90.4,3.61,179.91,200.8,0
RM-005,2026-06-14 17:13:13,88.0,3.64,179.76,200.2,0
RM-005,2026-06-14 18:13:13,89.3,3.41,180.03,200.5,0
RM-005,2026-06-14 19:13:13,89.7,3.81,179.93,197.3,0
CM-007,2026-06-07 19:13:13,62.0,1.71,0.2,27.2,1467
CM-007,2026-06-07 20:13:13,61.6,1.79,0.43,25.4,1451
CM-007,2026-06-07 21:13:13,65.9,1.79,0.3,24.1,1459
CM-007,2026-06-07 22:13:13,67.1,2.01,0.06,22.4,1450
CM-007,2026-06-07 23:13:13,66.2,1.71,0.27,25.0,1454
CM-007,2026-06-08 00:13:13,65.8,1.71,0.1,24.3,1485
CM-007,2026-06-08 01:13:13,63.0,2.02,0.0,24.8,1462
CM-007,2026-06-08 02:13:13,65.9,2.11,0.23,25.0,1453
CM-007,2026-06-08 03:13:13,65.8,1.59,0.0,24.2,1457
CM-007,2026-06-08 04:13:13,66.8,1.9,0.0,25.7,1460
CM-007,2026-06-08 05:13:13,67.3,1.79,0.24,25.6,1481
CM-007,2026-06-08 06:13:13,68.2,2.02,0.0,24.8,1470
CM-007,2026-06-08 07:13:13,65.6,1.82,0.0,25.7,1466
CM-007,2026-06-08 08:13:13,68.2,1.84,0.23,25.6,1464
CM-007,2026-06-08 09:13:13,66.4,1.59,0.14,26.2,1470
CM-007,2026-06-08 10:13:13,65.4,1.77,0.0,24.6,1460
CM-007,2026-06-08 11:13:13,67.1,1.63,0.06,25.6,1456
CM-007,2026-06-08 12:13:13,67.1,1.57,0.0,25.2,1457
CM-007,2026-06-08 13:13:13,65.1,1.77,0.66,25.1,1463
CM-007,2026-06-08 14:13:13,64.9,1.79,0.2,25.9,1472
CM-007,2026-06-08 15:13:13,66.7,1.67,0.14,24.2,1455
CM-007,2026-06-08 16:13:13,63.9,1.91,0.07,27.2,1474
CM-007,2026-06-08 17:13:13,64.0,1.78,0.0,25.0,1470
CM-007,2026-06-08 18:13:13,65.7,1.88,0.0,20.7,1471
CM-007,2026-06-08 19:13:13,65.0,2.02,0.0,23.8,1451
CM-007,2026-06-08 20:13:13,67.8,1.83,0.0,26.0,1437
CM-007,2026-06-08 21:13:13,63.2,1.38,0.0,24.0,1441
CM-007,2026-06-08 22:13:13,63.0,1.78,0.03,25.4,1463
CM-007,2026-06-08 23:13:13,65.6,1.73,0.0,25.7,1463
CM-007,2026-06-09 00:13:13,68.8,1.56,0.0,23.6,1456
CM-007,2026-06-09 01:13:13,62.1,1.67,0.0,25.6,1460
CM-007,2026-06-09 02:13:13,64.4,1.86,0.11,26.2,1461
CM-007,2026-06-09 03:13:13,64.6,1.76,0.29,24.3,1443
CM-007,2026-06-09 04:13:13,70.7,1.82,0.34,26.9,1485
CM-007,2026-06-09 05:13:13,64.9,1.99,0.17,22.4,1465
CM-007,2026-06-09 06:13:13,65.0,1.86,0.0,22.3,1467
CM-007,2026-06-09 07:13:13,63.8,1.63,0.09,25.0,1449
CM-007,2026-06-09 08:13:13,65.1,1.56,0.0,24.9,1448
CM-007,2026-06-09 09:13:13,61.7,1.77,0.0,26.4,1486
CM-007,2026-06-09 10:13:13,69.1,1.95,0.0,25.3,1466
CM-007,2026-06-09 11:13:13,63.2,1.8,0.05,26.7,1458
CM-007,2026-06-09 12:13:13,64.9,1.77,0.2,23.6,1449
CM-007,2026-06-09 13:13:13,62.2,1.9,0.57,26.2,1468
CM-007,2026-06-09 14:13:13,67.0,1.98,0.0,23.3,1456
CM-007,2026-06-09 15:13:13,66.9,1.68,0.41,23.4,1465
CM-007,2026-06-09 16:13:13,64.6,1.75,0.0,24.8,1445
CM-007,2026-06-09 17:13:13,66.3,1.67,0.0,25.6,1460
CM-007,2026-06-09 18:13:13,68.0,1.74,0.0,24.3,1468
CM-007,2026-06-09 19:13:13,61.7,1.89,0.0,26.0,1484
CM-007,2026-06-09 20:13:13,67.1,1.79,0.0,26.2,1452
CM-007,2026-06-09 21:13:13,64.0,1.87,0.08,22.8,1451
CM-007,2026-06-09 22:13:13,62.5,1.67,0.0,27.1,1458
CM-007,2026-06-09 23:13:13,62.2,1.83,0.0,24.2,1458
CM-007,2026-06-10 00:13:13,66.3,1.98,0.77,24.9,1450
CM-007,2026-06-10 01:13:13,64.7,1.56,0.0,25.3,1458
CM-007,2026-06-10 02:13:13,64.7,1.72,0.29,23.6,1464
CM-007,2026-06-10 03:13:13,63.4,1.83,0.0,26.7,1464
CM-007,2026-06-10 04:13:13,66.5,1.63,0.07,25.6,1459
CM-007,2026-06-10 05:13:13,63.4,1.69,0.06,22.7,1440
CM-007,2026-06-10 06:13:13,67.6,1.8,0.0,23.1,1468
CM-007,2026-06-10 07:13:13,65.7,1.49,0.3,24.3,1473
CM-007,2026-06-10 08:13:13,65.6,2.06,0.13,23.9,1446
CM-007,2026-06-10 09:13:13,64.8,1.78,0.26,26.6,1458
CM-007,2026-06-10 10:13:13,65.4,1.74,0.0,26.9,1454
CM-007,2026-06-10 11:13:13,64.4,1.76,0.0,22.0,1462
CM-007,2026-06-10 12:13:13,66.4,1.65,0.0,25.5,1446
CM-007,2026-06-10 13:13:13,67.6,1.66,0.0,27.4,1457
CM-007,2026-06-10 14:13:13,66.5,1.85,0.17,24.7,1458
CM-007,2026-06-10 15:13:13,67.3,1.94,0.0,24.5,1459
CM-007,2026-06-10 16:13:13,63.6,1.85,0.05,23.4,1457
CM-007,2026-06-10 17:13:13,66.2,2.03,0.25,24.8,1451
CM-007,2026-06-10 18:13:13,64.9,1.94,0.02,29.0,1447
CM-007,2026-06-10 19:13:13,63.7,2.02,0.0,26.7,1449
CM-007,2026-06-10 20:13:13,64.0,2.08,0.0,26.8,1462
CM-007,2026-06-10 21:13:13,65.3,1.89,0.05,25.2,1465
CM-007,2026-06-10 22:13:13,62.8,1.74,0.0,24.7,1467
CM-007,2026-06-10 23:13:13,65.8,1.73,0.03,27.8,1462
CM-007,2026-06-11 00:13:13,67.0,1.92,0.0,24.3,1457
CM-007,2026-06-11 01:13:13,61.2,1.62,0.1,26.3,1458
CM-007,2026-06-11 02:13:13,62.5,1.76,0.0,23.5,1472
CM-007,2026-06-11 03:13:13,61.2,1.9,0.34,25.3,1461
